ID	Entrez_Gene_ID	SeqId	SomaId	Target_Name	Target_Full_Name	UniProt_ID	Type	Organism	Entrez_Gene_Name	Ensembl_Gene_ID	HGNC_ID	feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	TSS	gene_start	gene_end	strand	name	symbol	feature_interval_length	attributes	gene_protein_coding	multi_mappers	manual_curation	database
3403-1_Entrez-ID_64499	64499	3403-1	SL010617	TPSB2	Tryptase beta-2	P20231	Protein	Human	TPSB2	ENSG00000197253	HGNC:14120	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	1280185	1278336	1280185	-	tryptase beta 2	TPSB2	1849		yes	no	no	NCBI
14696-45_Entrez-ID_64499	64499	14696-45	SL010617	TPSB2	Tryptase beta-2	P20231	Protein	Human	TPSB2	ENSG00000197253	HGNC:14120	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	1280185	1278336	1280185	-	tryptase beta 2	TPSB2	1849		yes	no	no	NCBI
17148-7_Entrez-ID_645	645	17148-7	SL008080	BLVRB	Flavin reductase (NADPH)	P30043	Protein	Human	BLVRB	ENSG00000090013	HGNC:1063	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	40971652	40953675	40971652	-	biliverdin reductase B	BLVRB	17977		yes	no	no	NCBI
12693-2_Entrez-ID_6451	6451	12693-2	SL008627	SH3L1	SH3 domain-binding glutamic acid-rich-like protein	O75368	Protein	Human	SH3BGRL	ENSG00000131171	HGNC:10823	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	X	NC_000023.10	80457601	80457601	80554046	+	SH3 domain binding glutamate rich protein like	SH3BGRL	96445		yes	no	no	NCBI
21821-9_Entrez-ID_645142	645142	21821-9	SL021179	PAL4D	Peptidyl-prolyl cis-trans isomerase A-like 4D	F5H284	Protein	Human	PPIAL4D	ENSG00000256374	HGNC:33998	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	148202511	148201752	148202511	-	peptidylprolyl isomerase A like 4D	PPIAL4D	759		yes	yes	no	NCBI
10827-67_Entrez-ID_645191	645191	10827-67	SL018590	LIGO3	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3	P0C6S8	Protein	Human	LINGO3	ENSG00000220008	HGNC:21206	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	2308153	2287163	2308153	-	leucine rich repeat and Ig domain containing 3	LINGO3	20990		yes	no	no	NCBI
7769-29_Entrez-ID_6452	6452	7769-29	SL018257	3BP2	SH3 domain-binding protein 2	P78314	Protein	Human	SH3BP2	ENSG00000087266	HGNC:10825	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	2794812	2794812	2842823	+	SH3 domain binding protein 2	SH3BP2	48011		yes	no	no	NCBI
14070-56_Entrez-ID_6453	6453	14070-56	SL018907	ITSN1	Intersectin-1	Q15811	Protein	Human	ITSN1	ENSG00000205726	HGNC:6183	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	21	NC_000021.8	35014807	35014807	35272165	+	intersectin 1	ITSN1	257358		yes	no	no	NCBI
23342-4_Entrez-ID_645432	645432	23342-4	SL023642	ARRD5	Arrestin domain-containing protein 5	A6NEK1	Protein	Human	ARRDC5	ENSG00000205784	HGNC:31407	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	4902908	4890449	4902908	-	arrestin domain containing 5	ARRDC5	12459		yes	no	no	NCBI
20139-57_Entrez-ID_6456	6456	20139-57	SL015171	SH3G2	Endophilin-A1	Q99962	Protein	Human	SH3GL2	ENSG00000107295	HGNC:10831	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	9	NC_000009.11	17579064	17579064	17797122	+	SH3 domain containing GRB2 like 2, endophilin A1	SH3GL2	218058		yes	no	no	NCBI
12499-108_Entrez-ID_6456	6456	12499-108	SL015171	SH3G2	Endophilin-A1	Q99962	Protein	Human	SH3GL2	ENSG00000107295	HGNC:10831	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	9	NC_000009.11	17579064	17579064	17797122	+	SH3 domain containing GRB2 like 2, endophilin A1	SH3GL2	218058		yes	no	no	NCBI
3603-60_Entrez-ID_64581	64581	3603-60	SL007640	CLC7A	C-type lectin domain family 7 member A	Q9BXN2	Protein	Human	CLEC7A	ENSG00000172243	HGNC:14558	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	10282798	10269376	10282798	-	C-type lectin domain containing 7A	CLEC7A	13422		yes	no	no	NCBI
11465-4_Entrez-ID_64582	64582	11465-4	SL019454	GP135	Probable G-protein coupled receptor 135	Q8IZ08	Protein	Human	GPR135	ENSG00000181619	HGNC:19991	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	59932098	59927477	59932098	-	G protein-coupled receptor 135	GPR135	4621		yes	no	no	NCBI
7909-37_Entrez-ID_6462	6462	7909-37	SL005102	SHBG	Sex hormone-binding globulin	P04278	Protein	Human	SHBG	ENSG00000129214	HGNC:10839	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	7517382	7517382	7536690	+	sex hormone binding globulin	SHBG	19308		yes	no	no	NCBI
4929-55_Entrez-ID_6462	6462	4929-55	SL005102	SHBG	Sex hormone-binding globulin	P04278	Protein	Human	SHBG	ENSG00000129214	HGNC:10839	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	7517382	7517382	7536690	+	sex hormone binding globulin	SHBG	19308		yes	no	no	NCBI
16043-30_Entrez-ID_6464	6464	16043-30	SL025982	SHC1:PID	SHC-transforming protein 1:Phosphotyrosine Interaction Domain	P29353	Protein	Human	SHC1	ENSG00000160691	HGNC:10840	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	154946852	154934774	154946852	-	SHC adaptor protein 1	SHC1	12078		yes	no	no	NCBI
5272-55_Entrez-ID_6464	6464	5272-55	SL025981	SHC1:SH2	SHC-transforming protein 1:Src Homology domain	P29353	Protein	Human	SHC1	ENSG00000160691	HGNC:10840	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	154946852	154934774	154946852	-	SHC adaptor protein 1	SHC1	12078		yes	no	no	NCBI
7962-11_Entrez-ID_646424	646424	7962-11	SL018323	ISK8	Serine protease inhibitor Kazal-type 8	P0C7L1	Protein	Human	SPINK8	ENSG00000229453	HGNC:33160	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	48375151	48348332	48375151	-	serine peptidase inhibitor Kazal type 8 (putative)	SPINK8	26819		yes	no	no	NCBI
18194-18_Entrez-ID_646480	646480	18194-18	SL020932	FABP9	Fatty acid-binding protein 9	Q0Z7S8	Protein	Human	FABP9	ENSG00000205186	HGNC:3563	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	82373814	82370488	82373814	-	fatty acid binding protein 9	FABP9	3326		yes	no	no	NCBI
18888-37_Entrez-ID_646486	646486	18888-37	SL021138	FBP12	Fatty acid-binding protein 12	A6NFH5	Protein	Human	FABP12	ENSG00000197416	HGNC:34524	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	82446177	82437216	82446177	-	fatty acid binding protein 12	FABP12	8961		yes	no	no	NCBI
22561-3_Entrez-ID_646627	646627	22561-3	SL017111	YA003	Uncharacterized protein UNQ511/PRO1026	Q6UX82	Protein	Human	LYPD8	ENSG00000259823	HGNC:44208	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	248903170	248902716	248903170	-	LY6/PLAUR domain containing 8	LYPD8	454	partial	yes	yes	no	NCBI
2743-5_Entrez-ID_6469	6469	2743-5	SL005220	Sonic Hedgehog	Sonic hedgehog protein	Q15465	Protein	Human	SHH	ENSG00000164690	HGNC:10848	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	155605157	155592674	155605157	-	sonic hedgehog signaling molecule	SHH	12483		yes	no	no	NCBI
12384-92_Entrez-ID_64708	64708	12384-92	SL019700	CSN7B	COP9 signalosome complex subunit 7b	Q9H9Q2	Protein	Human	COPS7B	ENSG00000144524	HGNC:16760	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	232646381	232646381	232673963	+	COP9 signalosome subunit 7B	COPS7B	27582		yes	no	no	NCBI
8927-6_Entrez-ID_647087	647087	8927-6	SL018723	CG073	Uncharacterized protein C7orf73	E0CX11	Protein	Human	STMP1	ENSG00000243317	HGNC:41909	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	135347262	135347262	135361164	+	short transmembrane mitochondrial protein 1	STMP1	13902		yes	no	no	NCBI
12691-44_Entrez-ID_6472	6472	12691-44	SL015512	GLYM	Serine hydroxymethyltransferase, mitochondrial	P34897	Protein	Human	SHMT2	ENSG00000182199	HGNC:10852	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	57623494	57623494	57628718	+	serine hydroxymethyltransferase 2	SHMT2	5224		yes	no	no	NCBI
13985-12_Entrez-ID_64750	64750	13985-12	SL007669	SMUF2	E3 ubiquitin-protein ligase SMURF2	Q9HAU4	Protein	Human	SMURF2	ENSG00000108854	HGNC:16809	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	62658425	62538400	62658425	-	SMAD specific E3 ubiquitin protein ligase 2	SMURF2	120025		yes	yes	no	NCBI
17336-54_Entrez-ID_64764	64764	17336-54	SL019427	CR3L2	Cyclic AMP-responsive element-binding protein 3-like protein 2	Q70SY1	Protein	Human	CREB3L2	ENSG00000182158	HGNC:23720	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	137686832	137559725	137686832	-	cAMP responsive element binding protein 3 like 2	CREB3L2	127107		yes	no	no	NCBI
21858-25_Entrez-ID_6477	6477	21858-25	SL022224	SIAH1	E3 ubiquitin-protein ligase SIAH1	Q8IUQ4	Protein	Human	SIAH1	ENSG00000196470	HGNC:10857	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	48419324	48394442	48419324	-	siah E3 ubiquitin protein ligase 1	SIAH1	24882		yes	no	no	NCBI
16781-2_Entrez-ID_64772	64772	16781-2	SL012928	ENASE	Cytosolic endo-beta-N-acetylglucosaminidase	Q8NFI3	Protein	Human	ENGASE	ENSG00000167280	HGNC:24622	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	77070906	77070906	77084681	+	endo-beta-N-acetylglucosaminidase	ENGASE	13775		yes	no	no	NCBI
19129-15_Entrez-ID_64779	64779	19129-15	SL006740	MTHFSD	Methenyltetrahydrofolate synthase domain-containing protein	Q2M296	Protein	Human	MTHFSD	ENSG00000103248	HGNC:25778	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	86588841	86563792	86588841	-	methenyltetrahydrofolate synthetase domain containing	MTHFSD	25049		yes	no	no	NCBI
25070-18_Entrez-ID_64780	64780	25070-18	SL019928	MICA1	Protein-methionine sulfoxide oxidase MICAL1	Q8TDZ2	Protein	Human	MICAL1	ENSG00000135596	HGNC:20619	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	109787171	109765265	109787171	-	microtubule associated monooxygenase, calponin and LIM domain containing 1	MICAL1	21906		yes	no	no	NCBI
25901-3_Entrez-ID_64784	64784	25901-3	SL024259	CRTC3	CREB-regulated transcription coactivator 3	Q6UUV7	Protein	Human	CRTC3	ENSG00000140577	HGNC:26148	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	15	NC_000015.9	91073155	91073155	91188577	+	CREB regulated transcription coactivator 3	CRTC3	115422		yes	no	no	NCBI
24891-54_Entrez-ID_64787	64787	24891-54	SL009030	ES8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	Q9H6S3	Protein	Human	EPS8L2	ENSG00000177106	HGNC:21296	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	706231	706231	727727	+	EPS8 like 2	EPS8L2	21496		yes	no	no	NCBI
20451-126_Entrez-ID_64792	64792	20451-126	SL022074	IFT22	Intraflagellar transport protein 22 homolog	Q9H7X7	Protein	Human	IFT22	ENSG00000128581	HGNC:21895	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	100965104	100954195	100965104	-	intraflagellar transport 22	IFT22	10909		yes	no	no	NCBI
6035-2_Entrez-ID_6480	6480	6035-2	SL009531	SIAT1	Beta-galactoside alpha-2,6-sialyltransferase 1	P15907	Protein	Human	ST6GAL1	ENSG00000073849	HGNC:10860	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	186648315	186648315	186796341	+	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	ST6GAL1	148026		yes	no	no	NCBI
18932-84_Entrez-ID_64802	64802	18932-84	SL020267	NMNA1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	Q9HAN9	Protein	Human	NMNAT1	NA	HGNC:17877	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	10002981	10002981	10045556	+	nicotinamide nucleotide adenylyltransferase 1	NMNAT1	42575		yes	no	no	NCBI
4137-57_Entrez-ID_64806	64806	4137-57	SL004351	IL-17E	Interleukin-25	Q9H293	Protein	Human	IL25	ENSG00000166090	HGNC:13765	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	23842018	23842018	23845612	+	interleukin 25	IL25	3594		yes	no	no	NCBI
5657-28_Entrez-ID_6482	6482	5657-28	SL009528	SIA4A	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	Q11201	Protein	Human	ST3GAL1	ENSG00000008513	HGNC:10862	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	134584130	134467091	134584130	-	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	ST3GAL1	117039		yes	no	no	NCBI
6281-51_Entrez-ID_6483	6483	6281-51	SL017399	SIA4B	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2	Q16842	Protein	Human	ST3GAL2	ENSG00000157350	HGNC:10863	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	70473003	70409880	70473003	-	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	ST3GAL2	63123		yes	no	no	NCBI
13451-2_Entrez-ID_64838	64838	13451-2	SL006734	FNDC4	Fibronectin type III domain-containing protein 4	Q9H6D8	Protein	Human	FNDC4	ENSG00000115226	HGNC:20239	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	27718067	27714750	27718067	-	fibronectin type III domain containing 4	FNDC4	3317		yes	no	no	NCBI
13954-9_Entrez-ID_64841	64841	13954-9	SL020298	GNA1	Glucosamine 6-phosphate N-acetyltransferase	Q96EK6	Protein	Human	GNPNAT1	ENSG00000100522	HGNC:19980	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	53258325	53241911	53258325	-	glucosamine-phosphate N-acetyltransferase 1	GNPNAT1	16414		yes	no	no	NCBI
11117-2_Entrez-ID_64847	64847	11117-2	SL009460	SPT20	Spermatogenesis-associated protein 20	Q8TB22	Protein	Human	SPATA20	ENSG00000006282	HGNC:26125	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	48624535	48624535	48633213	+	spermatogenesis associated 20	SPATA20	8678		yes	no	no	NCBI
17347-80_Entrez-ID_64853	64853	17347-80	SL011281	CA080	Axin interactor, dorsalization-associated protein	Q96BJ3	Protein	Human	AIDA	ENSG00000186063	HGNC:25761	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	222885833	222841355	222885833	-	axin interactor, dorsalization associated	AIDA	44478		yes	no	no	NCBI
21761-213_Entrez-ID_64854	64854	21761-213	SL022291	UBP46	Ubiquitin carboxyl-terminal hydrolase 46	P62068	Protein	Human	USP46	ENSG00000109189	HGNC:20075	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	53525468	53457126	53525468	-	ubiquitin specific peptidase 46	USP46	68342		yes	no	no	NCBI
6385-63_Entrez-ID_64856	64856	6385-63	SL012581	VWA1	von Willebrand factor A domain-containing protein 1	Q6PCB0	Protein	Human	VWA1	ENSG00000179403	HGNC:30910	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	1371070	1371070	1378262	+	von Willebrand factor A domain containing 1	VWA1	7192		yes	no	no	NCBI
20454-24_Entrez-ID_64859	64859	20454-24	SL022128	SOSB2	SOSS complex subunit B2	Q96AH0	Protein	Human	NABP1	ENSG00000173559	HGNC:26232	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	192542862	192542862	192551669	+	nucleic acid binding protein 1	NABP1	8807		yes	no	no	NCBI
8589-13_Entrez-ID_64866	64866	8589-13	SL017488	CDCP1	CUB domain-containing protein 1	Q9H5V8	Protein	Human	CDCP1	ENSG00000163814	HGNC:24357	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	45187870	45123769	45187870	-	CUB domain containing protein 1	CDCP1	64101		yes	no	no	NCBI
6565-68_Entrez-ID_64866	64866	6565-68	SL017488	CDCP1	CUB domain-containing protein 1	Q9H5V8	Protein	Human	CDCP1	ENSG00000163814	HGNC:24357	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	45187870	45123769	45187870	-	CUB domain containing protein 1	CDCP1	64101		yes	no	no	NCBI
16818-200_Entrez-ID_64866	64866	16818-200	SL017488	CDCP1	CUB domain-containing protein 1	Q9H5V8	Protein	Human	CDCP1	ENSG00000163814	HGNC:24357	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	45187870	45123769	45187870	-	CUB domain containing protein 1	CDCP1	64101		yes	no	no	NCBI
24423-9_Entrez-ID_648791	648791	24423-9	SL023765	PP13G	Protein phosphatase 1 regulatory subunit 3G	B7ZBB8	Protein	Human	PPP1R3G	ENSG00000219607	HGNC:14945	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	5085575	5085575	5089721	+	protein phosphatase 1 regulatory subunit 3G	PPP1R3G	4146		yes	no	no	NCBI
21663-149_Entrez-ID_6489	6489	21663-149	SL022499	SIA8A	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase	Q92185	Protein	Human	ST8SIA1	ENSG00000111728	HGNC:10869	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	22487641	22346325	22487641	-	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	ST8SIA1	141316		yes	no	no	NCBI
21508-7_Entrez-ID_6489	6489	21508-7	SL022499	SIA8A	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase	Q92185	Protein	Human	ST8SIA1	ENSG00000111728	HGNC:10869	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	22487641	22346325	22487641	-	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	ST8SIA1	141316		yes	no	no	NCBI
8343-224_Entrez-ID_64895	64895	8343-224	SL018484	PAPOG	Poly(A) polymerase gamma	Q9BWT3	Protein	Human	PAPOLG	ENSG00000115421	HGNC:14982	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	60983403	60983403	61029221	+	poly(A) polymerase gamma	PAPOLG	45818		yes	no	no	NCBI
3348-49_Entrez-ID_649	649	3348-49	SL003994	BMP-1	Bone morphogenetic protein 1	P13497	Protein	Human	BMP1	ENSG00000168487	HGNC:1067	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	22022885	22022885	22069839	+	bone morphogenetic protein 1	BMP1	46954		yes	no	no	NCBI
6472-40_Entrez-ID_6490	6490	6472-40	SL002545	GP100	Melanocyte protein PMEL	P40967	Protein	Human	PMEL	ENSG00000185664	HGNC:10880	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	56360493	56347889	56360493	-	premelanosome protein	PMEL	12604		yes	no	no	NCBI
9594-30_Entrez-ID_64924	64924	9594-30	SL019023	ZNT5	Zinc transporter 5	Q8TAD4	Protein	Human	SLC30A5	ENSG00000145740	HGNC:19089	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	68389841	68389841	68426896	+	solute carrier family 30 member 5	SLC30A5	37055		yes	no	no	NCBI
8021-59_Entrez-ID_64928	64928	8021-59	SL018411	RM14	39S ribosomal protein L14, mitochondrial	Q6P1L8	Protein	Human	MRPL14	ENSG00000180992	HGNC:14279	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	44095189	44081188	44095189	-	mitochondrial ribosomal protein L14	MRPL14	14001		yes	no	no	NCBI
25486-38_Entrez-ID_64978	64978	25486-38	SL023308	RM38	39S ribosomal protein L38, mitochondrial	Q96DV4	Protein	Human	MRPL38	ENSG00000204316	HGNC:14033	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	73900965	73894725	73900965	-	mitochondrial ribosomal protein L38	MRPL38	6240		yes	no	no	NCBI
14670-1_Entrez-ID_6498	6498	14670-1	SL020187	SKIL	Ski-like protein	P12757	Protein	Human	SKIL	ENSG00000136603	HGNC:10897	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	170075503	170075503	170114637	+	SKI like proto-oncogene	SKIL	39134		yes	no	no	NCBI
6933-20_Entrez-ID_64981	64981	6933-20	SL018017	RM34	39S ribosomal protein L34, mitochondrial	Q9BQ48	Protein	Human	MRPL34	ENSG00000130312	HGNC:14488	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	17403382	17403382	17417652	+	mitochondrial ribosomal protein L34	MRPL34	14270		yes	no	no	NCBI
7982-10_Entrez-ID_64983	64983	7982-10	SL018355	RM32	39S ribosomal protein L32, mitochondrial	Q9BYC8	Protein	Human	MRPL32	ENSG00000106591	HGNC:14035	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	42971975	42971975	42977456	+	mitochondrial ribosomal protein L32	MRPL32	5481		yes	no	no	NCBI
15666-21_Entrez-ID_650	650	15666-21	SL000304	BMP-2	Bone morphogenetic protein 2	P12643	Protein	Human	BMP2	ENSG00000125845	HGNC:1069	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	20	NC_000020.10	6748333	6748333	6760893	+	bone morphogenetic protein 2	BMP2	12560		yes	no	no	NCBI
3902-21_Entrez-ID_6500	6500	3902-21	SL008808	SKP1	S-phase kinase-associated protein 1	P63208	Protein	Human	SKP1	ENSG00000113558	HGNC:10899	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	133512641	133484626	133512641	-	S-phase kinase associated protein 1	SKP1	28015		yes	no	no	NCBI
20433-19_Entrez-ID_65008	65008	20433-19	SL022117	RM01	39S ribosomal protein L1, mitochondrial	Q9BYD6	Protein	Human	MRPL1	ENSG00000169288	HGNC:14275	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	78783984	78783984	78873939	+	mitochondrial ribosomal protein L1	MRPL1	89955		yes	no	no	NCBI
7934-11_Entrez-ID_65009	65009	7934-11	SL018360	NDRG4	Protein NDRG4	Q9ULP0	Protein	Human	NDRG4	ENSG00000103034	HGNC:14466	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	58497619	58497619	58547523	+	NDRG family member 4	NDRG4	49904		yes	no	no	NCBI
22777-46_Entrez-ID_6502	6502	22777-46	SL013822	SKP2	S-phase kinase-associated protein 2	Q13309	Protein	Human	SKP2	ENSG00000145604	HGNC:10901	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	36152213	36152213	36184421	+	S-phase kinase associated protein 2	SKP2	32208		yes	no	no	NCBI
7953-20_Entrez-ID_6504	6504	7953-20	SL018318	SLAF1	Signaling lymphocytic activation molecule	Q13291	Protein	Human	SLAMF1	ENSG00000117090	HGNC:10903	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	160616834	160577896	160616834	-	signaling lymphocytic activation molecule family member 1	SLAMF1	38938		yes	no	no	NCBI
21581-87_Entrez-ID_65061	65061	21581-87	SL021164	CDK15	Cyclin-dependent kinase 15; EC=2.7.11.22	Q96Q40	Protein	Human	CDK15	ENSG00000138395	HGNC:14434	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	202671152	202671152	202760273	+	cyclin dependent kinase 15	CDK15	89121		yes	no	no	NCBI
12856-14_Entrez-ID_65062	65062	12856-14	SL019959	TM237	Transmembrane protein 237	Q96Q45	Protein	Human	TMEM237	ENSG00000155755	HGNC:14432	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	202508226	202484909	202508226	-	transmembrane protein 237	TMEM237	23317		yes	no	no	NCBI
5105-2_Entrez-ID_65078	65078	5105-2	SL005208	Nogo Receptor	Reticulon-4 receptor	Q9BZR6	Protein	Human	RTN4R	ENSG00000040608	HGNC:18601	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	22	NC_000022.10	20255841	20228938	20255841	-	reticulon 4 receptor	RTN4R	26903		yes	no	no	NCBI
22948-13_Entrez-ID_651	651	22948-13	SL003995	BMP-3	Bone morphogenetic protein 3	P12645	Protein	Human	BMP3	ENSG00000152785	HGNC:1070	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	81951862	81951862	81978781	+	bone morphogenetic protein 3	BMP3	26919		yes	no	no	NCBI
16748-1_Entrez-ID_651	651	16748-1	SL003995	BMP-3	Bone morphogenetic protein 3	P12645	Protein	Human	BMP3	ENSG00000152785	HGNC:1070	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	4	NC_000004.11	81951862	81951862	81978781	+	bone morphogenetic protein 3	BMP3	26919		yes	no	no	NCBI
19175-18_Entrez-ID_65108	65108	19175-18	SL015568	MARCKSL1	MARCKS-related protein	P49006	Protein	Human	MARCKSL1	ENSG00000175130	HGNC:7142	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	32801834	32799440	32801834	-	MARCKS like 1	MARCKSL1	2394		yes	no	no	NCBI
25962-51_Entrez-ID_65125	65125	25962-51	SL010974	WNK1	Serine/threonine-protein kinase WNK1	Q9H4A3	Protein	Human	WNK1	NA	HGNC:14540	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	861745	861745	1020618	+	WNK lysine deficient protein kinase 1	WNK1	158873		yes	no	no	NCBI
9000-177_Entrez-ID_6519	6519	9000-177	SL006521	SLC31	Neutral and basic amino acid transport protein rBAT	Q07837	Protein	Human	SLC3A1	ENSG00000138079	HGNC:11025	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	44502619	44502619	44548633	+	solute carrier family 3 member 1	SLC3A1	46014		yes	no	no	NCBI
6326-20_Entrez-ID_652	652	6326-20	SL003996	BMP-4	Bone morphogenetic protein 4	P12644	Protein	Human	BMP4	ENSG00000125378	HGNC:1071	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	54423609	54416454	54423609	-	bone morphogenetic protein 4	BMP4	7155		yes	no	no	NCBI
